govern,school_id,common_name,year,total,total_hs,g09,g10,g11,g12
charter,400124,YCCS-Ada McKinley,2014,177,177,NA,160,16,1
charter,400126,YCCS-El Cuarto Año,2014,155,155,NA,89,62,4
charter,400127,YCCS-Austin,2014,187,187,NA,13,85,89
charter,400128,YCCS-CCA,2014,190,190,NA,96,46,48
charter,400129,YCCS-Houston,2014,144,144,NA,91,34,19
charter,400150,YCCS-Chatham,2014,181,181,NA,109,53,19
charter,400130,YCCS-CYDI,2014,251,251,NA,201,34,16
charter,400131,YCCS-Albizu,2014,170,170,NA,102,63,5
charter,400133,YCCS-Innovations,2014,303,303,NA,262,40,1
charter,400134,YCCS-Addams,2014,219,219,NA,187,32,NA
charter,400135,YCCS-Latino Youth,2014,199,199,NA,87,71,41
charter,400136,YCCS-Olive Harvey,2014,186,186,NA,166,20,NA
charter,400139,YCCS-Sullivan,2014,314,314,NA,309,4,1
charter,400141,YCCS-Truman,2014,212,212,NA,156,46,10
charter,400142,YCCS-Virtual,2014,172,172,NA,1,163,8
charter,400143,YCCS-West Town,2014,155,155,NA,88,60,7
charter,400144,YCCS-Holistic,2014,185,185,NA,121,59,5
charter,400145,YCCS-Connection,2014,250,250,NA,162,76,12
charter,400087,Yng Women Ldrshp Chrt,2014,331,242,80,66,51,45
regular,610340,Chicago Acad HS,2015,526,526,146,139,125,116
regular,610499,Collins Acad HS,2015,419,419,146,105,103,65
regular,610543,Solorio,2015,1083,1083,323,271,258,231
regular,610389,Orr,2015,458,458,136,124,97,101
regular,609727,Phillips HS,2015,614,614,186,144,157,127
regular,610513,Air Force,2015,373,373,107,79,89,98
regular,609754,Chicago Mil Acad HS,2015,395,395,131,87,117,60
regular,609760,Carver Mil Acad HS,2015,504,504,143,130,124,107
regular,610390,Rickover Naval HS,2015,553,553,199,116,143,95
regular,609780,Marine-Ames,2015,760,367,145,98,71,53
regular,610304,Phoenix Mil Acad HS,2015,501,501,149,145,114,93
regular,609729,Schurz HS,2015,2302,2302,600,669,534,499
regular,610564,Disney,2015,493,281,149,132,NA,NA
regular,609708,Foreman HS,2015,1276,1276,369,332,302,273
regular,609737,Von Steuben HS,2015,1687,1687,417,412,427,431
regular,609766,Vaughn Occp HS,2015,201,201,23,27,43,108
regular,609749,Northside CPHS,2015,1050,1050,252,278,257,263
regular,609744,Northside Lrn Ctr HS,2015,270,270,25,64,34,147
regular,609728,Roosevelt HS,2015,1357,1357,325,467,289,276
regular,609734,Taft HS,2015,3233,2988,842,762,672,712
regular,609719,Lake View HS,2015,1347,1347,385,336,308,318
regular,609730,Senn HS,2015,1281,1281,366,389,293,233
regular,609695,Amundsen HS,2015,1132,1132,308,301,277,246
regular,609733,Sullivan HS,2015,574,574,137,146,150,141
regular,609724,Mather HS,2015,1579,1579,465,397,399,318
regular,610394,Uplift Community HS,2015,326,326,77,86,78,85
regular,400018,Austin Bus & Entrp HS,2015,150,150,41,30,34,45
regular,610501,Austin Polytech HS,2015,165,165,38,44,47,36
regular,609679,Prosser HS,2015,1476,1476,369,391,419,297
regular,609732,Steinmetz HS,2015,1709,1709,402,533,405,369
regular,610245,Douglass HS,2015,243,243,50,64,71,58
regular,610244,Clark Magnet HS,2015,511,510,163,128,104,115
regular,610518,VOISE,2015,254,254,46,68,76,64
regular,609720,Lane Tech HS,2015,4071,3845,1005,920,783,1137
regular,610524,Alcott,2015,274,274,83,78,63,50
regular,610402,DeVry Advantage HS,2015,196,196,NA,NA,100,96
regular,609716,Kelvyn Park HS,2015,887,758,186,181,171,220
regular,609738,Lincoln Park HS,2015,2267,2267,677,583,466,541
regular,609693,Westinghouse II,2015,1123,1123,296,275,289,263
regular,609722,Manley HS,2015,356,356,87,98,87,84
regular,609691,North-Grand HS,2015,923,923,225,226,274,198
regular,610529,Ogden,2015,752,434,109,101,101,123
regular,609769,"Graham, R. Trng CTR",2015,133,133,8,19,14,92
regular,610561,Crane Med Prep,2015,338,338,191,147,NA,NA
regular,609702,Crane Tech HS,2015,57,57,NA,NA,NA,57
regular,609680,Payton CPHS,2015,901,901,229,235,201,236
regular,609740,Wells HS,2015,546,546,150,165,132,99
regular,609755,Young Magnet HS,2015,2209,1961,450,474,533,504
regular,609678,Jones CPHS,2015,1432,1432,484,453,271,224
regular,609704,Farragut HS,2015,987,949,243,244,235,227
regular,610383,Sch Of Soc Just HS,2015,326,326,64,94,76,92
regular,610384,Infinity HS,2015,418,418,116,91,111,100
regular,610385,Multicultural Arts HS,2015,276,276,58,83,75,60
regular,610357,Spry Comm Links HS,2015,183,183,60,60,53,10
regular,610392,World Language HS,2015,341,341,73,97,100,71
regular,610563,BotY IB,2015,550,550,277,273,NA,NA
regular,609682,Richards HS,2015,354,354,74,71,112,97
regular,609709,Gage Park HS,2015,465,465,76,126,115,148
regular,609694,Hancock HS,2015,920,920,209,236,234,241
regular,609756,Curie HS,2015,3060,3060,935,760,738,627
regular,610380,Williams HS - Prep Med,2015,290,290,92,46,73,79
regular,609751,King CPHS,2015,739,739,177,145,204,213
regular,609736,Dyett HS,2015,13,13,NA,NA,NA,13
regular,609713,Hyde Park HS,2015,946,946,331,204,201,210
regular,609746,Kenwood HS,2015,1757,1499,349,408,364,378
regular,609676,Dunbar Voc HS,2015,1034,1034,224,303,270,237
regular,609753,Chicago Agr Sci HS,2015,690,690,202,174,163,151
regular,609741,Hubbard HS,2015,1701,1701,472,403,398,428
regular,609718,Kennedy HS,2015,1568,1568,411,399,397,361
regular,609762,Julian HS,2015,871,871,143,282,199,247
regular,610558,Goode,2015,645,645,223,218,204,NA
regular,609768,Hope CPHS,2015,272,272,54,59,72,87
regular,609692,Simeon HS,2015,1402,1402,377,343,383,299
regular,609707,Robeson HS,2015,295,295,60,82,79,74
regular,610391,Lindblom MSHS,2015,1175,909,275,228,215,191
regular,609745,Southside Occp HS,2015,206,206,NA,NA,15,191
regular,610506,TEAM Englewood HS,2015,378,378,99,105,80,94
regular,609711,Harper HS,2015,349,349,71,70,110,98
regular,609710,Harlan HS,2015,760,738,173,232,153,180
regular,610547,South Shore ICP,2015,669,669,132,156,136,245
regular,609705,Fenger  HS,2015,333,333,61,88,93,91
regular,609761,Corliss HS,2015,421,421,105,104,117,95
regular,609739,"Washington, G. HS",2015,1474,1474,335,371,403,365
regular,609726,Brooks CPHS,2015,790,790,195,206,202,187
regular,610555,Banner West,2015,301,301,93,96,70,42
regular,610573,Camelot Safe,2015,21,21,10,6,4,1
regular,609748,York Alt HS,2015,341,341,148,84,68,41
regular,610566,MJ North Lawndale,2015,200,200,80,54,34,32
regular,610567,MJ-South Shore,2015,200,200,82,39,36,43
regular,610582,MJ-Englewood,2015,200,200,184,9,1,6
regular,610580,MJ-Humboldt,2015,95,95,42,32,10,11
regular,609783,"Jefferson, N",2015,333,313,111,127,69,6
regular,610569,Ombudsman #1,2015,145,145,35,41,34,35
regular,610570,Ombudsman #2,2015,167,167,45,46,38,38
regular,610571,Ombudsman #3,2015,401,401,133,144,88,36
regular,610557,Pathways,2015,298,298,33,52,74,139
regular,610568,Pathways-Avondale,2015,307,307,39,53,82,133
regular,400173,Pathways-Brighton,2015,211,211,29,73,69,40
regular,610386,Peace & Education Alt HS,2015,140,140,NA,50,47,43
regular,609750,Simpson HS,2015,70,66,15,18,16,17
regular,610574,Winnie Mandela,2015,150,150,10,46,61,33
regular,610334,Raby HS,2015,488,488,135,117,133,103
regular,609764,Juarez HS,2015,1676,1676,469,369,473,365
regular,610323,New Millnm HS,2015,382,382,70,108,109,95
regular,610381,Bronzeville HS,2015,487,487,143,116,105,123
regular,609674,Chicago Voc HS,2015,953,953,259,292,220,182
regular,609735,Tilden HS,2015,328,328,105,74,66,83
regular,609712,Hirsch HS,2015,201,201,47,44,55,55
regular,609723,Marshall HS,2015,514,514,148,132,105,129
regular,609725,Morgan Park HS,2015,1436,1346,414,346,329,257
regular,609759,Clemente HS,2015,733,733,232,151,175,175
regular,609715,Kelly HS,2015,2290,2290,588,597,566,539
regular,609698,Bogan Tech HS,2015,952,952,203,217,237,295
charter,400022,Chicago Arts,2015,577,577,173,146,128,130
charter,400091,Advanced Tech,2015,377,377,88,123,92,74
charter,400013,ASPIRA Chrtr - Early College,2015,508,508,129,142,133,104
charter,400015,ASPIRA Chrtr - Ramirez,2015,77,77,NA,NA,NA,77
charter,400012,Amandla,2015,325,145,56,54,35,NA
charter,400010,ACE Tech Chtr HS,2015,448,448,113,115,131,89
charter,400073,Shabazz Chrtr - DuSable,2015,145,145,NA,NA,53,92
charter,400115,Catalyst-Maria,2015,956,475,160,142,145,28
charter,400113,CIC-Quest North,2015,295,144,71,64,5,4
charter,400108,CIC-Hawkins,2015,237,164,66,31,35,32
charter,400033,Chgo Intl Chrt - Longwood,2015,1266,392,114,96,100,82
charter,400034,Chgo Intl Chrt - Northtown,2015,860,860,249,237,197,177
charter,400032,Chgo Intl Chrt - Ellison,2015,479,479,124,118,124,113
charter,400035,Chgo Math/Sci Chtr,2015,606,363,125,86,77,75
charter,400036,Chicago Virtual Chtr,2015,682,167,57,42,43,25
charter,400094,EPIC,2015,421,421,113,114,103,91
charter,400042,Power House,2015,97,97,NA,NA,NA,97
charter,400104,Instituto Health,2015,769,769,233,247,162,127
charter,400162,Intrinsic,2015,449,351,199,152,NA,NA
charter,400119,Legal Prep,2015,251,251,103,57,91,NA
charter,400170,NCS-Noble,2015,194,194,194,NA,NA,NA
charter,400156,NSC-Crimson,2015,266,266,168,98,NA,NA
charter,400097,NSC-Bulls,2015,1085,1085,385,292,230,178
charter,400052,NSC-Comer,2015,1022,729,220,192,178,139
charter,400053,Noble St. Chrtr HS - Golder,2015,645,645,192,173,147,133
charter,400098,NSC-Muchin,2015,842,842,256,220,178,188
charter,400051,Noble St. Chrtr HS,2015,615,615,173,151,147,144
charter,400054,NSC-Pritzker,2015,929,929,290,241,203,195
charter,400055,NSC-Rauner,2015,619,619,167,159,150,143
charter,400056,Noble St. Chrtr HS - Clark,2015,624,624,189,160,142,133
charter,400057,NSC-UIC,2015,887,887,281,211,203,192
charter,400157,NSC-Orange,2015,263,263,179,84,NA,NA
charter,400118,NSC-Purple,2015,463,463,160,145,158,NA
charter,400117,NSC-Silver,2015,647,647,270,200,177,NA
charter,400106,NSC-Englewood,2015,848,848,279,219,195,155
charter,400169,Noble-ITW,2015,286,286,286,NA,NA,NA
charter,400058,North Lawndale Chrtr,2015,411,411,113,112,93,93
charter,400059,Nth Lawndale Chtr - Collins,2015,410,409,119,110,91,89
charter,400062,Perspectives Chrtr - Cal Tech,2015,449,448,113,112,109,114
charter,400066,Perspectives-IIT,2015,572,396,115,122,80,79
charter,400064,Perspectives Chrtr HS,2015,384,218,54,53,61,50
charter,400061,Perspectives Chrtr - Calumet,2015,641,417,111,96,97,113
charter,400109,Prologue-Johnston,2015,250,250,5,28,77,140
charter,400121,UNO-Rogers Park,2015,729,157,91,66,NA,NA
charter,400085,UNO Charter-Garcia,2015,666,666,183,167,156,160
charter,400149,UNO-Soccer,2015,637,398,214,184,NA,NA
charter,400077,U Of Chicago Chtr HS,2015,650,423,149,124,97,53
charter,400086,Urban Prep Chtr HS,2015,477,477,139,131,115,92
charter,400105,Urban Prep-SShore,2015,479,479,123,121,121,114
charter,400102,Urban Prep-E Garfield,2015,418,418,131,127,82,78
charter,400087,Yng Women Ldrshp Chrt,2015,336,283,107,76,56,44
charter,400147,Excel,2015,374,374,79,105,103,87
charter,400038,Community Services West,2015,156,156,NA,NA,137,19
charter,400176,Excel-Southwest,2015,2,2,NA,2,NA,NA
charter,610565,Excel-Englewood,2015,340,340,116,177,25,22
charter,400164,Instituto Lozano,2015,76,76,NA,41,NA,35
charter,400148,Instituto Justice,2015,167,167,NA,58,102,7
charter,400137,Little Black Pearl,2015,190,190,41,80,34,35
charter,400070,Prologue Early College HS,2015,222,222,13,51,83,75
charter,400125,YCCS-Aspira,2015,166,166,NA,145,17,4
charter,400123,YCCS-Scholastic,2015,195,195,NA,71,93,31
charter,400124,YCCS-Ada McKinley,2015,174,174,NA,133,28,13
charter,400126,YCCS-El Cuarto Año,2015,150,150,NA,94,56,NA
charter,400127,YCCS-Austin,2015,180,180,NA,20,67,93
charter,400128,YCCS-CCA,2015,180,180,NA,119,49,12
charter,400129,YCCS-Houston,2015,137,137,NA,101,26,10
charter,400150,YCCS-Chatham,2015,192,192,NA,135,43,14
charter,400130,YCCS-CYDI,2015,250,250,NA,224,19,7
charter,400131,YCCS-Albizu,2015,170,170,NA,108,49,13
charter,400133,YCCS-Innovations,2015,323,323,NA,233,75,15
charter,400134,YCCS-Addams,2015,207,207,NA,179,27,1
charter,400135,YCCS-Latino Youth,2015,213,213,NA,129,81,3
charter,400136,YCCS-Olive Harvey,2015,190,190,NA,171,19,NA
charter,400139,YCCS-Sullivan,2015,342,342,NA,306,36,NA
charter,400141,YCCS-Truman,2015,213,213,NA,126,84,3
charter,400142,YCCS-Virtual,2015,139,139,NA,17,116,6
charter,400143,YCCS-West Town,2015,160,160,NA,123,37,NA
charter,400144,YCCS-Holistic,2015,172,172,NA,143,28,1
charter,400145,YCCS-Connection,2015,250,250,NA,156,91,3
regular,610340,Chicago Acad HS,2016,542,542,148,141,128,125
regular,610499,Collins Acad HS,2016,355,355,83,115,75,82
regular,610543,Solorio,2016,1111,1111,298,311,265,237
regular,610389,Orr,2016,405,405,73,121,115,96
regular,609727,Phillips HS,2016,643,643,201,181,135,126
regular,610513,Air Force,2016,328,328,100,95,52,81
regular,609754,Chicago Mil Acad HS,2016,326,326,59,96,64,107
regular,609760,Carver Mil Acad HS,2016,490,490,121,139,116,114
regular,610390,Rickover Naval HS,2016,577,577,145,231,69,132
regular,609780,Marine-Ames,2016,793,481,206,129,82,64
regular,610304,Phoenix Mil Acad HS,2016,520,520,163,131,122,104
regular,609764,Juarez HS,2016,1686,1686,526,414,337,409
regular,610564,Disney,2016,635,393,133,136,124,NA
regular,609726,Brooks CPHS,2016,836,836,231,195,206,204
regular,609723,Marshall HS,2016,425,425,101,126,94,104
regular,609738,Lincoln Park HS,2016,2114,2114,474,650,561,429
regular,609680,Payton CPHS,2016,887,887,231,225,231,200
regular,609755,Young Magnet HS,2016,2157,1905,439,451,478,537
regular,609678,Jones CPHS,2016,1670,1670,434,494,455,287
regular,609729,Schurz HS,2016,2002,2002,463,480,574,485
regular,609708,Foreman HS,2016,1045,1045,247,284,249,265
regular,609737,Von Steuben HS,2016,1657,1657,467,400,382,408
regular,609766,Vaughn Occp HS,2016,193,193,22,27,44,100
regular,609749,Northside CPHS,2016,1056,1056,288,246,270,252
regular,609744,Northside Lrn Ctr HS,2016,243,243,12,54,35,142
regular,609728,Roosevelt HS,2016,1182,1182,245,333,358,246
regular,609734,Taft HS,2016,3212,2939,784,756,697,702
regular,609719,Lake View HS,2016,1289,1289,335,356,311,287
regular,609730,Senn HS,2016,1365,1365,337,367,370,291
regular,609695,Amundsen HS,2016,1141,1141,339,298,267,237
regular,609733,Sullivan HS,2016,563,563,174,142,119,128
regular,609724,Mather HS,2016,1576,1576,450,404,363,359
regular,610394,Uplift Community HS,2016,311,311,90,71,82,68
regular,400018,Austin Bus & Entrp HS,2016,102,102,13,39,25,25
regular,610501,Austin Polytech HS,2016,122,122,20,30,34,38
regular,609679,Prosser HS,2016,1455,1455,372,356,351,376
regular,609732,Steinmetz HS,2016,1545,1545,290,526,393,336
regular,610245,Douglass HS,2016,234,234,38,66,66,64
regular,610244,Clark Magnet HS,2016,524,524,158,158,117,91
regular,610518,VOISE,2016,195,195,24,36,66,69
regular,609720,Lane Tech HS,2016,4055,3813,1156,988,871,798
regular,610402,DeVry Advantage HS,2016,197,197,NA,NA,101,96
regular,609716,Kelvyn Park HS,2016,711,572,98,170,155,149
regular,610524,Alcott,2016,308,308,103,77,71,57
regular,609693,Westinghouse II,2016,1176,1176,307,293,274,302
regular,609722,Manley HS,2016,248,248,51,71,60,66
regular,609691,North-Grand HS,2016,978,978,267,239,228,244
regular,610529,Ogden,2016,717,391,98,102,93,98
regular,609769,"Graham, R. Trng CTR",2016,132,132,NA,14,21,97
regular,610561,Crane Med Prep,2016,497,497,211,160,126,NA
regular,609740,Wells HS,2016,461,461,75,132,132,122
regular,609704,Farragut HS,2016,916,885,221,246,229,189
regular,610383,Sch Of Soc Just HS,2016,309,309,91,63,81,74
regular,610384,Infinity HS,2016,419,419,120,112,81,106
regular,610385,Multicultural Arts HS,2016,272,272,69,62,78,63
regular,610357,Spry Comm Links HS,2016,173,173,45,59,52,17
regular,610392,World Language HS,2016,329,329,81,78,79,91
regular,610563,BotY IB,2016,790,790,260,275,255,NA
regular,609735,Tilden HS,2016,311,311,89,90,71,61
regular,609682,Richards HS,2016,276,276,75,72,54,75
regular,609709,Gage Park HS,2016,406,406,108,103,98,97
regular,609694,Hancock HS,2016,905,905,206,237,236,226
regular,609756,Curie HS,2016,3050,3050,781,905,706,658
regular,610380,Williams HS - Prep Med,2016,265,265,76,82,42,65
regular,609751,King CPHS,2016,695,695,176,174,137,208
regular,609713,Hyde Park HS,2016,807,807,244,255,140,168
regular,609746,Kenwood HS,2016,1724,1460,357,360,393,350
regular,609676,Dunbar Voc HS,2016,761,761,203,183,196,179
regular,609753,Chicago Agr Sci HS,2016,717,717,189,198,170,160
regular,609741,Hubbard HS,2016,1705,1705,488,476,380,361
regular,609718,Kennedy HS,2016,1629,1629,432,429,411,357
regular,609725,Morgan Park HS,2016,1431,1325,380,370,286,289
regular,610558,Goode,2016,831,831,247,199,195,190
regular,609768,Hope CPHS,2016,199,199,50,50,40,59
regular,609692,Simeon HS,2016,1363,1363,301,375,346,341
regular,609707,Robeson HS,2016,204,204,39,66,46,53
regular,610391,Lindblom MSHS,2016,1254,1004,315,262,212,215
regular,609745,Southside Occp HS,2016,222,222,NA,NA,15,207
regular,610506,TEAM Englewood HS,2016,272,272,44,83,78,67
regular,609711,Harper HS,2016,253,253,67,63,57,66
regular,609710,Harlan HS,2016,613,595,126,158,183,128
regular,610547,South Shore ICP,2016,582,582,169,132,146,135
regular,609705,Fenger  HS,2016,271,271,53,74,65,79
regular,609761,Corliss HS,2016,419,419,92,120,99,108
regular,609739,"Washington, G. HS",2016,1433,1433,372,323,356,382
regular,609762,Julian HS,2016,720,720,156,143,245,176
regular,610555,Banner West,2016,307,307,69,89,99,50
regular,610585,Camelot-Garfield,2016,10,10,8,1,1,NA
regular,610573,Camelot Safe,2016,14,14,6,5,3,NA
regular,400147,Excel,2016,263,263,40,91,72,60
regular,400038,Community Services West,2016,95,95,NA,NA,84,11
regular,609748,York Alt HS,2016,290,290,108,84,62,36
regular,610565,Excel-Englewood,2016,284,284,46,120,61,57
regular,400176,Excel-Southwest,2016,197,197,34,55,62,46
regular,400175,Excel-Woodlawn,2016,254,254,28,76,92,58
regular,400148,Instituto Justice,2016,144,144,45,71,20,8
regular,400164,Instituto Lozano,2016,49,49,NA,22,6,21
regular,400137,Little Black Pearl,2016,158,158,18,43,58,39
regular,610581,MJ-Brainerd,2016,135,135,20,55,54,6
regular,610582,MJ-Englewood,2016,155,155,56,36,54,9
regular,610580,MJ-Humboldt,2016,199,199,13,51,112,23
regular,610566,MJ North Lawndale,2016,200,200,48,64,56,32
regular,610567,MJ-South Shore,2016,206,206,40,76,51,39
regular,609783,"Jefferson, N",2016,289,274,98,104,50,22
regular,610569,Ombudsman #1,2016,248,248,49,77,73,49
regular,610570,Ombudsman #2,2016,491,491,76,152,118,145
regular,610571,Ombudsman #3,2016,488,488,78,201,120,89
regular,610557,Pathways,2016,226,226,14,49,66,97
regular,610568,Pathways-Avondale,2016,215,215,17,52,65,81
regular,400173,Pathways-Brighton,2016,284,284,32,77,95,80
regular,610386,Peace & Education Alt HS,2016,130,130,NA,42,50,38
regular,400070,Prologue Early College HS,2016,170,170,6,28,45,91
regular,400109,Prologue-Johnston,2016,190,190,8,14,56,112
regular,609750,Simpson HS,2016,74,71,13,15,25,18
regular,610574,Winnie Mandela,2016,91,91,8,11,36,36
regular,400123,YCCS-Scholastic,2016,221,221,NA,113,66,42
regular,400133,YCCS-Innovations,2016,400,400,NA,289,105,6
regular,400125,YCCS-Aspira,2016,195,195,NA,157,27,11
regular,400124,YCCS-Ada McKinley,2016,187,187,NA,99,69,19
regular,400126,YCCS-El Cuarto Año,2016,152,152,NA,94,55,3
regular,400127,YCCS-Austin,2016,144,144,NA,15,58,71
regular,400128,YCCS-CCA,2016,200,200,NA,140,40,20
regular,400129,YCCS-Houston,2016,151,151,NA,108,32,11
regular,400150,YCCS-Chatham,2016,201,201,NA,135,49,17
regular,400130,YCCS-CYDI,2016,161,161,NA,114,35,12
regular,400131,YCCS-Albizu,2016,184,184,NA,79,49,56
regular,400134,YCCS-Addams,2016,210,210,NA,208,1,1
regular,400135,YCCS-Latino Youth,2016,215,215,NA,154,54,7
regular,400136,YCCS-Olive Harvey,2016,158,158,NA,113,38,7
regular,400139,YCCS-Sullivan,2016,333,333,NA,322,10,1
regular,400141,YCCS-Truman,2016,210,210,NA,93,66,51
regular,400143,YCCS-West Town,2016,175,175,NA,172,2,1
regular,400144,YCCS-Holistic,2016,112,112,NA,66,40,6
regular,400145,YCCS-Connection,2016,260,260,NA,123,88,49
regular,610334,Raby HS,2016,479,479,127,123,103,126
regular,610323,New Millnm HS,2016,359,359,86,102,92,79
regular,610381,Bronzeville HS,2016,448,448,119,129,114,86
regular,609674,Chicago Voc HS,2016,978,978,263,263,234,218
regular,609712,Hirsch HS,2016,150,150,22,50,45,33
regular,609759,Clemente HS,2016,766,766,233,239,135,159
regular,609715,Kelly HS,2016,2248,2248,688,502,539,519
regular,609698,Bogan Tech HS,2016,856,856,210,200,214,232
charter,400022,Chicago Arts,2016,605,605,149,177,143,136
charter,400091,Advanced Tech,2016,328,328,65,81,100,82
charter,400010,ACE Tech Chtr HS,2016,439,439,128,90,111,110
charter,400172,ASPIRA Bus,2016,165,165,165,NA,NA,NA
charter,400013,ASPIRA Chrtr - Early College,2016,451,451,109,103,117,122
charter,400012,Amandla,2016,323,186,53,55,43,35
charter,400073,Shabazz Chrtr - DuSable,2016,51,51,NA,NA,NA,51
charter,400113,CIC-Quest North,2016,225,159,43,56,55,5
charter,400108,CIC-Hawkins,2016,170,119,37,40,18,24
charter,400033,Chgo Intl Chrt - Longwood,2016,1331,412,113,115,98,86
charter,400034,Chgo Intl Chrt - Northtown,2016,879,879,247,235,211,186
charter,400032,Chgo Intl Chrt - Ellison,2016,458,458,139,115,91,113
charter,400115,Catalyst-Maria,2016,1098,558,155,133,135,135
charter,400035,Chgo Math/Sci Chtr,2016,610,358,109,89,88,72
charter,400036,Chicago Virtual Chtr,2016,683,171,60,46,38,27
charter,400094,EPIC,2016,438,438,165,96,92,85
charter,400167,Horizon-Southwest,2016,559,54,54,NA,NA,NA
charter,400104,Instituto Health,2016,769,769,191,175,235,168
charter,400162,Intrinsic,2016,827,506,203,169,134,NA
charter,400119,Legal Prep,2016,290,290,84,68,48,90
charter,400157,NSC-Orange,2016,413,413,202,139,72,NA
charter,400156,NSC-Crimson,2016,450,450,224,142,84,NA
charter,400097,NSC-Bulls,2016,1130,1130,372,300,254,204
charter,400118,NSC-Purple,2016,618,618,233,95,135,155
charter,400052,NSC-Comer,2016,1067,745,242,198,158,147
charter,400053,Noble St. Chrtr HS - Golder,2016,664,664,187,179,159,139
charter,400117,NSC-Silver,2016,769,769,272,182,167,148
charter,400169,Noble-ITW,2016,683,683,445,238,NA,NA
charter,400106,NSC-Englewood,2016,860,860,332,194,169,165
charter,400098,NSC-Muchin,2016,885,885,264,245,208,168
charter,400051,Noble St. Chrtr HS,2016,626,626,186,152,144,144
charter,400054,NSC-Pritzker,2016,941,941,292,232,220,197
charter,400055,NSC-Rauner,2016,617,617,201,147,144,125
charter,400056,Noble St. Chrtr HS - Clark,2016,558,558,167,144,125,122
charter,400170,NCS-Noble,2016,245,245,116,129,NA,NA
charter,400057,NSC-UIC,2016,903,903,267,240,196,200
charter,400058,North Lawndale Chrtr,2016,397,397,106,105,101,85
charter,400059,Nth Lawndale Chtr - Collins,2016,409,409,131,102,96,80
charter,400062,Perspectives Chrtr - Cal Tech,2016,420,420,100,111,102,107
charter,400061,Perspectives Chrtr - Calumet,2016,546,379,119,93,81,86
charter,400066,Perspectives-IIT,2016,534,408,135,97,103,73
charter,400064,Perspectives Chrtr HS,2016,394,225,54,59,55,57
charter,400085,UNO Charter-Garcia,2016,648,648,181,162,146,159
charter,400121,UNO-Rogers Park,2016,764,203,68,82,53,NA
charter,400149,UNO-Soccer,2016,677,559,200,190,169,NA
charter,400077,U Of Chicago Chtr HS,2016,641,410,137,103,83,87
charter,400105,Urban Prep-SShore,2016,420,420,106,109,102,103
charter,400086,Urban Prep Chtr HS,2016,443,443,128,114,95,106
charter,400102,Urban Prep-E Garfield,2016,342,342,108,84,84,66
charter,400087,Yng Women Ldrshp Chrt,2016,347,347,138,83,74,52
regular,609729,Schurz HS,2017,1812,1812,465,403,479,465
regular,610564,Disney,2017,730,487,148,112,115,112
regular,609737,Von Steuben HS,2017,1737,1737,535,449,375,378
regular,609766,Vaughn Occp HS,2017,206,206,26,23,29,128
regular,609749,Northside CPHS,2017,1069,1069,285,280,251,253
regular,609744,Northside Lrn Ctr HS,2017,228,228,18,40,47,123
regular,609728,Roosevelt HS,2017,1198,1124,296,239,314,275
regular,609734,Taft HS,2017,3289,3017,849,749,697,722
regular,609719,Lake View HS,2017,1298,1298,350,314,345,289
regular,609730,Senn HS,2017,1415,1415,391,357,352,315
regular,609695,Amundsen HS,2017,1172,1172,324,332,282,234
regular,609733,Sullivan HS,2017,626,626,186,185,131,124
regular,609724,Mather HS,2017,1502,1502,405,398,371,328
regular,610394,Uplift Community HS,2017,301,301,82,71,70,78
regular,609679,Prosser HS,2017,1377,1377,360,356,328,333
regular,609732,Steinmetz HS,2017,1374,1374,335,353,364,322
regular,609708,Foreman HS,2017,894,894,199,239,236,220
regular,610245,Douglass HS,2017,175,175,24,41,59,51
regular,610244,Clark Magnet HS,2017,548,548,176,148,120,104
regular,610518,VOISE,2017,304,304,57,65,82,100
regular,609720,Lane Tech HS,2017,4195,3943,988,1120,950,885
regular,610402,DeVry Advantage HS,2017,196,196,NA,NA,96,100
regular,609716,Kelvyn Park HS,2017,533,401,75,89,116,121
regular,610524,Alcott,2017,331,331,101,93,70,67
regular,610334,Raby HS,2017,416,416,114,109,95,98
regular,609693,Westinghouse II,2017,1150,1150,307,284,278,281
regular,609723,Marshall HS,2017,370,370,79,99,111,81
regular,609722,Manley HS,2017,177,177,26,50,47,54
regular,609691,North-Grand HS,2017,961,961,222,279,241,219
regular,610529,Ogden,2017,716,392,125,88,96,83
regular,609769,"Graham, R. Trng CTR",2017,119,119,NA,3,22,94
regular,610561,Crane Med Prep,2017,590,590,153,172,140,125
regular,609750,Simpson HS,2017,64,60,9,19,8,24
regular,609704,Farragut HS,2017,843,818,187,226,212,193
regular,610383,Sch Of Soc Just HS,2017,304,304,70,100,64,70
regular,610384,Infinity HS,2017,409,409,100,120,110,79
regular,610385,Multicultural Arts HS,2017,251,251,51,78,57,65
regular,610357,Spry Comm Links HS,2017,162,162,37,43,62,20
regular,610392,World Language HS,2017,340,340,98,89,76,77
regular,610563,BotY IB,2017,1044,1044,279,256,262,247
regular,609735,Tilden HS,2017,280,280,67,83,73,57
regular,609682,Richards HS,2017,252,252,58,81,68,45
regular,609709,Gage Park HS,2017,336,336,94,87,80,75
regular,609694,Hancock HS,2017,892,892,225,209,235,223
regular,609756,Curie HS,2017,2951,2951,754,752,814,631
regular,609715,Kelly HS,2017,2075,2075,532,619,446,478
regular,610381,Bronzeville HS,2017,376,376,57,110,108,101
regular,610380,Williams HS - Prep Med,2017,237,237,56,72,72,37
